Numéro séquentiel,Date du compte,Numéro du fournisseur,Numéro de G/L comptes à payer,Numéro de facture du fournisseur,Description de la transaction,Montant total du compte,Solde à payer,Numéro de G/L (1),Montant applicable (G/L 1),Numéro de G/L (2),Montant applicable (G/L 2),Numéro de G/L (3),Montant applicable (G/L 3),Numéro de G/L (4),Montant applicable (G/L 4),Numéro de G/L (5),Montant applicable (G/L 5),Numéro de G/L (6),Montant applicable (G/L 6),Numéro de G/L (7),Montant applicable (G/L 7),Numéro de G/L (8),Montant applicable (G/L 8),Numéro de G/L (9),Montant applicable (G/L 9),Numéro de G/L (10),Montant applicable (G/L 10),Information - Ligne 1,Information - Ligne 2,Information - Ligne 3,Code d'identification,Nombre de postes supplémentaires ds GLSUP,Numéro de projet,Montant total de retenue,Solde de la retenue à payer,Numéro de G/L retenues à payer,Montant payé de TVQ sur retenues (taux 1),Montant payé de TVQ sur retenues (taux 2),Montant payé de TPS sur retenues,Calcul automatique de la taxe féd. (T/F),Calcul automatique de la taxe prov. (T/F),Conditions de paiement,Devise étrangère,No. de commande,Plusieurs commandes (T/F),Dénonciation de contrat,Niveau de taxe provinciale (1-21),Nom du fournisseur,PEXPORTGB,HASDOC,ACONECTID,ACONDATE,ACONTIME,PTOTSNAPX
042817,2018/12/18,JEAN-CARON,21300,16514,loc. roulotte,143.72,0.00,21340,6.25,21370,12.47,33500,125.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,JEAN CARON ET FILS INC.,FALSE,FALSE,0,,,0.00
042822,2018/12/18,COOPPLUS--,21300,214760,,13.06,0.00,21340,0.57,21370,1.13,33200,11.36,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042824,2018/12/18,COOPPLUS--,21300,214808,,19.53,0.00,21340,0.85,21370,1.69,33200,16.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042843,2018/12/18,LOC-ST-TIT,21300,23254,,86.20,0.00,21340,3.75,21370,7.48,33200,74.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
042846,2018/12/18,GA-AUTOMOB,21300,172813,,17.70,0.00,21340,0.77,21370,1.54,42130,15.39,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GA AUTOMOBILE INC.,FALSE,FALSE,0,,,0.00
042849,2018/12/18,BEAVER-BOB,21300,80748,,30.01,0.00,21340,1.31,21370,2.60,42130,26.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EQUIPEMENTS BEAVER ET BOB INC. (LES),FALSE,FALSE,0,,,0.00
042858,2018/12/18,GR-BEDARD-,21300,9326140,,60.44,0.00,21340,2.63,21370,5.24,33200,52.57,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GROUPE BEDARD,FALSE,FALSE,0,,,0.00
042860,2018/12/18,H-MATTEAU-,21300,01108126,,401.18,0.00,21340,17.46,21370,34.80,33200,348.92,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042883,2018/12/18,H-MATTEAU-,21300,011081241,,613.05,0.00,21340,26.66,21370,53.19,33200,533.20,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042885,2018/12/18,H-MATTEAU-,21300,011081231,,39.87,0.00,21340,1.73,21370,3.46,33200,34.68,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042898,2018/12/18,STANLEY---,21300,905357455,,1270.47,0.00,21340,55.25,21370,110.22,33200,1105.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,STANLEY BLACK & DECKER CANADA CORP.,FALSE,FALSE,0,,,0.00
042900,2018/12/18,MOBILFREX-,21300,64307,,7114.65,0.00,21340,309.40,21370,617.25,33500,6188.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MOBILFLEX,FALSE,FALSE,0,,,0.00
042901,2018/12/18,LOC-ST-TIT,21300,23241,,266.17,0.00,21340,11.58,21370,23.09,33200,231.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
042905,2018/12/18,CANAC-----,21300,830383,,25.50,0.00,21340,1.11,21370,2.21,33200,22.18,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,CANAC,FALSE,FALSE,0,,,0.00
042911,2018/12/18,P-NAUD----,21300,2464952,,16.51,0.00,21340,0.72,21370,1.43,33200,14.36,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018012,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
042965,2018/12/18,JY-MARTEL-,21300,97240,,244.33,0.00,21340,10.63,21370,21.20,33200,212.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018014,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.Y. MARTEL TRANSPORT INC.,FALSE,FALSE,0,,,0.00
042786,2018/12/19,GAUTHIER-O,21300,Carb. 171218,,150.59,0.00,21340,6.54,21370,13.07,42125,130.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"GAUTHIER, OLIVIER",FALSE,FALSE,0,,,0.00
042787,2018/12/19,BEAUSEJOUR,21300,Can.tire 171218,,143.52,0.00,21340,6.24,21370,12.45,33200,124.83,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018029,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"BEAUSEJOUR, FRANCIS",FALSE,FALSE,0,,,0.00
042788,2018/12/19,MANULIFT--,21300,3051386cr,,-2690.05,0.00,21340,-116.98,21370,-233.38,42130,-2339.69,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MANULIFT EMI LTÉE,FALSE,FALSE,0,,,0.00
042789,2018/12/19,ALAIN-LAVA,21300,25557,,809.54,0.00,21340,35.21,21370,70.23,33500,704.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ALAIN LAVALLEE REFRIGERATION,FALSE,FALSE,0,,,0.00
042795,2018/12/19,HOME-DEPOT,21300,081218,,744.52,0.00,21340,32.38,21370,64.59,33200,647.55,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SERVICES DE CREDIT HOME DEPOT,FALSE,FALSE,0,,,0.00
042801,2018/12/19,F-DAIGLE--,21300,160848,,96.58,0.00,21340,4.20,21370,8.38,33200,84.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
042806,2018/12/19,COOPPLUS--,21300,215323,,16.51,0.00,21340,0.72,21370,1.43,33200,14.36,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042810,2018/12/19,H-MATTEAU-,21300,01026490,,21.83,0.00,21340,0.95,21370,1.89,33200,18.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042821,2018/12/19,COOPPLUS--,21300,215319,,148.42,0.00,21340,6.45,21370,12.88,33200,129.09,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042823,2018/12/19,COOPPLUS--,21300,214944,,42.08,0.00,21340,1.83,21370,3.65,33200,36.60,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042825,2018/12/19,MULTI-ENER,21300,33965,,9010.02,0.00,21340,391.83,21370,781.69,33500,7836.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MULTI-ENERGIE BEST INC.,FALSE,FALSE,0,,,0.00
042826,2018/12/19,COUVRE-PLA,21300,33868,,19488.26,0.00,21340,847.50,21370,1690.76,33500,16950.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
042827,2018/12/19,COUVRE-PLA,21300,33867,,4929.56,0.00,21340,214.38,21370,427.68,33500,4287.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
042828,2018/12/19,COUVRE-PLA,21300,33870,,3658.94,0.00,21340,159.12,21370,317.44,33500,3182.38,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
042829,2018/12/19,COUVRE-PLA,21300,33871,,2069.55,0.00,21340,90.00,21370,179.55,33500,1800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
042830,2018/12/19,COUVRE-PLA,21300,33869,,1865.47,0.00,21340,81.13,21370,161.84,33500,1622.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COUVRE-PLANCHERS & DECORATION TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
042842,2018/12/19,LOC-ST-TIT,21300,23276,,109.23,0.00,21340,4.75,21370,9.48,33200,95.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
042845,2018/12/19,COOPPLUS--,21300,214945,,33.32,0.00,21340,1.45,21370,2.89,33200,28.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042865,2018/12/19,P-NAUD----,21300,2465733,,107.88,0.00,21340,4.69,21370,9.36,33200,93.83,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
042884,2018/12/19,H-MATTEAU-,21300,011084121,,186.18,0.00,21340,8.10,21370,16.15,33200,161.93,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042887,2018/12/19,H-MATTEAU-,21300,01184111,,8.58,0.00,21340,0.36,21370,0.75,33200,7.47,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042899,2018/12/19,LOUTEC-LAT,21300,12-13470-0,,261.88,0.00,21340,11.39,21370,22.72,33200,227.77,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOU-TEC LA TUQUE (9302-6417 QC INC.),FALSE,FALSE,0,,,0.00
042906,2018/12/19,CANAC-----,21300,835244,,53.62,0.00,21340,2.33,21370,4.65,33200,46.64,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,CANAC,FALSE,FALSE,0,,,0.00
042913,2018/12/19,BARETTE-ST,21300,90349395,,3426.26,0.00,21340,149.00,21370,297.26,33200,2980.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BARRETTE STRUCTURAL INC.,FALSE,FALSE,0,,,0.00
042818,2018/12/20,VAL-MAURIC,21300,43383,,89680.50,0.00,21340,3900.00,21370,7780.50,33500,78000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VAL-MAURICIE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
042831,2018/12/20,METAL-LAMI,21300,101998,,67.15,0.00,21340,2.92,21370,5.83,33200,58.40,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,METAL LAMINE D.R. INC.,FALSE,FALSE,0,,,0.00
042834,2018/12/20,C.C.Q.----,21300,2139222,,30.00,0.00,33200,30.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018008,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,COMMISSION DE LA CONSTRUCTION DU QUEBEC,FALSE,FALSE,0,,,0.00
042835,2018/12/20,AC-CUISINE,21300,63372,,83966.43,0.00,21340,3651.51,21370,7284.76,33500,73030.16,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,AC CUISINES/SALLES BAIN/EBENISTERIE COMM.,FALSE,FALSE,0,,,0.00
042836,2018/12/20,CANAC-----,21300,826495,,40.95,0.00,21340,1.78,21370,3.55,33200,35.62,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,CANAC,FALSE,FALSE,0,,,0.00
042837,2018/12/20,A-GOSSELIN,21300,2656,,22420.13,0.00,21340,975.00,21370,1945.13,33500,19500.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,A.GOSSELIN ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
042838,2018/12/20,A-GOSSELIN,21300,2657,,534.17,0.00,21340,23.23,21370,46.34,33500,464.60,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018028,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,A.GOSSELIN ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
042878,2018/12/20,COOPPLUS--,21300,216189,,-42.75,0.00,21340,-1.86,21370,-3.71,33200,-37.18,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042886,2018/12/20,H-MATTEAU-,21300,011085361,,66.99,0.00,21340,2.91,21370,5.81,33200,58.27,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
042890,2018/12/20,COOPPLUS--,21300,216193,,-234.92,0.00,21340,-10.22,21370,-20.38,33200,-204.32,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018014,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042893,2018/12/20,SYS-MAURIC,21300,8515,,14367.67,0.00,21340,624.82,21370,1246.51,33500,12496.34,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SYSTEMES INTERIEURS MAURICIEN INC.,FALSE,FALSE,0,,,0.00
042894,2018/12/20,ELECT-VILL,21300,4219,,2437.47,0.00,21340,106.00,21370,211.47,33500,2120.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018014,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VILLENEUVE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
042895,2018/12/20,ELECT-VILL,21300,4222,,16938.38,0.00,21340,736.61,21370,1469.54,33500,14732.23,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VILLENEUVE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
042903,2018/12/20,MULTI-ENER,21300,33989,,2989.35,0.00,21340,130.00,21370,259.35,33500,2600.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MULTI-ENERGIE BEST INC.,FALSE,FALSE,0,,,0.00
042907,2018/12/20,METAL-LAMI,21300,101997,,366.14,0.00,21340,15.92,21370,31.77,33200,318.45,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,METAL LAMINE D.R. INC.,FALSE,FALSE,0,,,0.00
042908,2018/12/20,QUINC-PORT,21300,2581,,350.67,0.00,21340,15.25,21370,30.42,33200,305.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018007,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINC-PORTES INC.,FALSE,FALSE,0,,,0.00
042909,2018/12/20,VITR-CLETE,21300,6285,,89.68,0.00,21340,3.90,21370,7.78,33200,78.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018013,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VITRERIE CLETECH,FALSE,FALSE,0,,,0.00
042910,2018/12/20,J-ST-CYR--,21300,2035214,,9.19,0.00,21340,0.40,21370,0.80,33200,7.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018013,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J. ST-CYR & FRERES LTÉE,FALSE,FALSE,0,,,0.00
042914,2018/12/20,ISOL-TRIFL,21300,11948,,8048.25,0.00,21340,350.00,21370,698.25,33500,7000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,ISOLATION TRIFLUVIENNE INC.,FALSE,FALSE,0,,,0.00
042924,2018/12/20,GVBM------,21300,20406,évaluation entr.,3052.59,0.00,21340,132.75,21370,264.84,42101,2655.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GVBM INC.,FALSE,FALSE,0,,,0.00
042957,2018/12/20,JY-MARTEL-,21300,97317,,569.13,0.00,21340,24.75,21370,49.38,33200,495.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.Y. MARTEL TRANSPORT INC.,FALSE,FALSE,0,,,0.00
042958,2018/12/20,JY-MARTEL-,21300,97323,,569.13,0.00,21340,24.75,21370,49.38,33200,495.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.Y. MARTEL TRANSPORT INC.,FALSE,FALSE,0,,,0.00
042840,2018/12/21,SAVONNERIE,21300,23396,,38.53,0.00,21340,1.68,21370,3.34,33200,33.51,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SAVONNERIE B-L (1988) ENR.,FALSE,FALSE,0,,,0.00
042856,2018/12/21,DUMONT-JEA,21300,km déc.18,,124.76,0.00,21340,5.43,21370,10.82,42122,74.59,42106,33.92,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"DUMONT, JEAN",FALSE,FALSE,0,,,0.00
042857,2018/12/21,GAUTHIER-O,21300,carb.201218,,75.00,0.00,21340,3.26,21370,6.51,42125,65.23,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"GAUTHIER, OLIVIER",FALSE,FALSE,0,,,0.00
042861,2018/12/21,BOUCHARD-X,21300,carb + Can. Tire,,150.74,0.00,21340,6.55,21370,13.08,42125,106.11,33200,25.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"BOUCHARD, XAVIER",FALSE,FALSE,0,,,0.00
042862,2018/12/21,COOPPLUS--,21300,216694,,300.35,0.00,21340,13.06,21370,26.06,33200,261.23,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018022,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
042897,2018/12/21,VENT-ST-MA,21300,8015,,140.10,0.00,21340,6.08,21370,12.16,33200,121.86,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VENTILATION ST-MAURICE 2000 INC.,FALSE,FALSE,0,,,0.00
042932,2018/12/21,LOC-ST-TIT,21300,23335,,97.72,0.00,21340,4.25,21370,8.48,33200,84.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018036,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
042946,2018/12/21,ELECT-VILL,21300,4238,,896.81,0.00,21340,39.00,21370,77.81,33500,780.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VILLENEUVE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
042947,2018/12/21,ELECT-VILL,21300,4240,,5905.01,0.00,21340,256.80,21370,512.31,33500,5135.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000018012,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,VILLENEUVE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
