Numéro de produit,Numéro de fournisseur,Numéro de commande,Date de la réception,Quantité,Sous-total (sans les taxes),Montant de taxe fédérale,Montant de taxe provinciale,Prix coûtant régulier ou prix de détail sugg.,Escompte - Montant fixe,Escompte - Pourcentage,Prix coûtant,Numéro de client (facturé),Numéro de client (livré à),Numéro séquentiel de la commande client,Numéro de G/L - Achats,Code d'activité,Numéro de projet,Référence fichier Trans.dbf,Devise étrangère,Achat facturé (T/F),Code unique d identification,Niveau de taxe provinciale (1-21),ACPYBBIL
,CONST-RIVA,0000696,2021/12/26,0.000,1891.0000,94.5500,188.6273,1891.0000,0.000000,0.0000,1891.0000,CIUSSS-T-R,,,33500,09200,0000021028,,,TRUE,TTDMWEV0Q,1,052903
,INTEGRAIR-,0000033,2021/12/31,0.000,7879.1200,393.9560,785.9422,7879.1200,0.000000,0.0000,7879.1200,CIUSSS-ADM,,,33500,13800,0000020003,,,TRUE,4JY6A2K48,1,052735
,MARC-COSSE,0000575,2021/12/31,0.000,1440.0000,72.0000,143.6400,1440.0000,0.000000,0.0000,1440.0000,MUN-ST-ELI,,,33500,16000,0000021021,,,TRUE,JTGOSGJOL,1,052946
,MARC-COSSE,0000575,2021/12/31,0.000,1257.0000,62.8500,125.3858,1257.0000,0.000000,0.0000,1257.0000,MUN-ST-ELI,,,33500,16000,0000021021,,,TRUE,QLYM2G6M7,1,052948
,PROT-PAQUI,0000084,2022/01/01,0.000,2067.0000,103.3500,206.1833,2067.0000,0.000000,0.0000,2067.0000,CIUSSS-ADM,,,33500,13930,0000020003,,,TRUE,NAIAYP5TF,1,052910
,QUINOX----,0000857,2022/01/01,0.000,55437.2800,2771.8640,5529.8687,55437.2800,0.000000,0.0000,55437.2800,AGT-------,,,33500,09651,0000021013,X000000866,,FALSE,UMO6D8XCP,1,
,ARMATECH-I,0000046,2022/01/01,0.000,36.0000,1.8000,3.5910,36.0000,0.000000,0.0000,36.0000,CIUSSS-ADM,,,33200,05500,0000020003,,,TRUE,SU4XYTQ46,1,053258
,L-N-BEAUDO,0000423,2022/01/03,0.000,12375.0000,618.7500,1234.4063,12375.0000,0.000000,0.0000,12375.0000,CIUSSS-MCQ,,,33500,04000,0000021002,,,TRUE,68T47XRDF,1,052907
,L-N-BEAUDO,0000909,2022/01/03,0.000,2117.5000,105.8750,211.2206,2117.5000,0.000000,0.0000,2117.5000,CIUSSS-MCQ,,,33500,25001,0000021002,,,TRUE,7BMTJC988,1,052908
....................3,L-N-BEAUDO,0000423,2022/01/03,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000021002,,,TRUE,68T47XRDF,1,052907
....................3,L-N-BEAUDO,0000909,2022/01/03,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000021002,,,TRUE,7BMTJC988,1,052908
....................4,L-N-BEAUDO,0000423,2022/01/03,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000021002,,,TRUE,68T47XRDF,1,052907
....................4,L-N-BEAUDO,0000909,2022/01/03,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000021002,,,TRUE,7BMTJC988,1,052908
,DES-GRES--,0000908,2022/01/06,0.000,1500.0000,75.0000,149.6250,1500.0000,0.000000,0.0000,1500.0000,CPE-ENTRE-,,,33500,03000,0000021029,,,TRUE,X47HPSJHE,1,053053
,DES-GRES--,0000908,2022/01/06,0.000,1500.0000,75.0000,149.6250,1500.0000,0.000000,0.0000,1500.0000,CPE-ENTRE-,,,33500,03000,0000021029,,,TRUE,X47HPSJHE,1,053053
,QUINC-FERC,0000681,2022/01/11,0.000,990.0000,49.5000,98.7525,990.0000,0.000000,0.0000,990.0000,MRC-MEKINA,,,33200,08000,0000021027,,,TRUE,BC8XKU5MZ,1,053036
....................3,QUINC-FERC,0000681,2022/01/11,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,BC8XKU5MZ,1,053036
....................4,QUINC-FERC,0000681,2022/01/11,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,BC8XKU5MZ,1,053036
,ACIER-RAY-,0000910,2022/01/12,0.000,470.0000,23.5000,46.8825,470.0000,0.000000,0.0000,470.0000,CPE-ENTRE-,,,33200,06100,0000021029,,,TRUE,YNN514FRQ,1,052982
,DB-FONDATI,0000814,2022/01/12,0.000,23975.0000,1198.7500,2391.5063,23975.0000,0.000000,0.0000,23975.0000,CPE-ENTRE-,,,33500,03000,0000021029,,,TRUE,1ICP55PBF,1,052983
,DB-FONDATI,0000825,2022/01/12,0.000,55000.0000,2750.0000,5486.2500,55000.0000,0.000000,0.0000,55000.0000,CPE-CHEZ-M,,,33500,03000,0000021030,,,TRUE,MIF0JX7EH,1,052985
....................3,ACIER-RAY-,0000910,2022/01/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,YNN514FRQ,1,052982
....................3,DB-FONDATI,0000814,2022/01/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,1ICP55PBF,1,052983
....................3,DB-FONDATI,0000825,2022/01/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-CHEZ-M,,,33200,,0000021030,,,TRUE,MIF0JX7EH,1,052985
....................4,ACIER-RAY-,0000910,2022/01/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,YNN514FRQ,1,052982
....................4,DB-FONDATI,0000814,2022/01/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,1ICP55PBF,1,052983
....................4,DB-FONDATI,0000825,2022/01/12,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-CHEZ-M,,,33200,,0000021030,,,TRUE,MIF0JX7EH,1,052985
,DEMBEC----,0000684,2022/01/17,0.000,2750.0000,137.5000,274.3125,2750.0000,0.000000,0.0000,2750.0000,CIUSSS-T-R,,,33500,02220,0000021028,,,TRUE,1ECP52USN,1,052984
,F-DAIGLE--,0000725,2022/01/17,0.000,5750.0000,287.5000,573.5625,5750.0000,0.000000,0.0000,5750.0000,CPE-ENTRE-,,,33200,08100,0000021029,,,TRUE,HOQTOJZOQ,1,053079
,CIMENTIER-,0000834,2022/01/18,0.000,3500.0000,175.0000,349.1250,3500.0000,0.000000,0.0000,3500.0000,AGT-------,,,33500,03000,0000021013,,,TRUE,4X0DW4AHY,1,052986
,NOUVEL-HOR,0000728,2022/01/18,0.000,14300.0000,715.0000,1426.4250,14300.0000,0.000000,0.0000,14300.0000,CPE-ENTRE-,,,33200,08500,0000021029,,,TRUE,6UM79NP01,1,053052
....................3,NOUVEL-HOR,0000728,2022/01/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,6UM79NP01,1,053052
....................4,NOUVEL-HOR,0000728,2022/01/18,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,6UM79NP01,1,053052
,F-DAIGLE--,0000912,2022/01/19,0.000,175.8000,8.7900,17.5361,175.8000,0.000000,0.0000,175.8000,CPE-ENTRE-,,,33200,25001,0000021029,,,TRUE,JRLW8KFYI,1,053051
....................3,F-DAIGLE--,0000912,2022/01/19,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,JRLW8KFYI,1,053051
....................4,F-DAIGLE--,0000912,2022/01/19,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,JRLW8KFYI,1,053051
,JDM-COUVER,0000678,2022/01/21,0.000,7650.0000,382.5000,763.0875,7650.0000,0.000000,0.0000,7650.0000,MRC-MEKINA,,,33500,07330,0000021027,,,TRUE,5LPU0CGM4,1,053035
....................3,JDM-COUVER,0000678,2022/01/21,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,5LPU0CGM4,1,053035
....................4,JDM-COUVER,0000678,2022/01/21,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,5LPU0CGM4,1,053035
,MULTI-ENER,0000644,2022/01/24,0.000,90000.0000,4500.0000,8977.5000,90000.0000,0.000000,0.0000,90000.0000,CIUSSS-ADM,,,33500,15000,0000021026,,,TRUE,66C4MY9DT,1,053126
,JEAN-CARON,0000786,2022/01/24,0.000,5922.0000,296.1000,590.7195,5922.0000,0.000000,0.0000,5922.0000,CIUSSS-MCQ,,,33500,16000,0000021032,,,TRUE,Z45EH42PV,1,053127
,SOLIDER---,0000900,2022/01/25,0.000,1952.2100,97.6105,194.7329,1952.2100,0.000000,0.0000,1952.2100,AGT-------,,,33500,05500,0000021013,,,TRUE,6WTGUUDDR,1,053072
,VAL-MAURIC,0000679,2022/01/25,0.000,6000.0000,300.0000,598.5000,6000.0000,0.000000,0.0000,6000.0000,MRC-MEKINA,,,33500,16000,0000021027,,,TRUE,ALZO6Y3GG,1,053075
,VAL-MAURIC,0000875,2022/01/25,0.000,-175.0000,-8.7500,-17.4563,-175.0000,0.000000,0.0000,-175.0000,MRC-MEKINA,,,33500,25001,0000021027,,,TRUE,8MQBIEAVI,1,053076
,REGULVAR--,0000688,2022/01/25,0.000,4305.1900,215.2595,429.4427,4305.1900,0.000000,0.0000,4305.1900,CIUSSS-T-R,,,33500,15000,0000021028,,,TRUE,ALQ0GJ9VO,1,053077
,VAL-MAURIC,0000625,2022/01/25,0.000,67717.0000,3385.8500,6754.7708,67717.0000,0.000000,0.0000,67717.0000,CIUSSS-MCQ,,,33500,25001,0000021002,,,TRUE,AW6LY9TWE,1,053084
,VAL-MAURIC,0000424,2022/01/25,0.000,142000.0000,7100.0000,14164.5000,142000.0000,0.000000,0.0000,142000.0000,CIUSSS-MCQ,,,33500,16000,0000021002,,,TRUE,94K5D0IHA,1,053085
,BRETON-PLO,0000705,2022/01/25,0.000,6822.0000,341.1000,680.4945,6822.0000,0.000000,0.0000,6822.0000,CPE-ENTRE-,,,33500,15001,0000021029,,,TRUE,TLBDO2AR4,1,053114
,REGULVAR--,0000650,2022/01/25,0.000,3238.2000,161.9100,323.0105,3238.2000,0.000000,0.0000,3238.2000,CIUSSS-ADM,,,33500,13800,0000021026,,,TRUE,8JH1DIVKA,1,053125
,ENT-ARSENE,0000643,2022/01/25,0.000,810.0000,40.5000,80.7975,810.0000,0.000000,0.0000,810.0000,CIUSSS-ADM,,,33500,15401,0000021026,,,TRUE,H3LCYALAB,1,053128
,CLIMATISAT,0000691,2022/01/25,0.000,11587.5000,579.3750,1155.8531,11587.5000,0.000000,0.0000,11587.5000,CIUSSS-T-R,,,33500,15000,0000021028,,,TRUE,CN1BDJOU1,1,053171
,VAL-MAURIC,0000645,2022/01/25,0.000,7550.0000,377.5000,753.1125,7550.0000,0.000000,0.0000,7550.0000,CIUSSS-ADM,,,33500,16000,0000021026,,,TRUE,J9F2HA8IV,1,053227
,VAL-MAURIC,0000843,2022/01/25,0.000,1408.0000,70.4000,140.4480,1408.0000,0.000000,0.0000,1408.0000,CIUSSS-ADM,,,33500,25001,0000021026,,,TRUE,M9XB29IFX,1,053228
,QUINOX----,0000857,2022/01/25,0.000,16908.9600,845.4480,1686.6688,16908.9600,0.000000,0.0000,16908.9600,AGT-------,,,33500,09651,0000021013,,,TRUE,1XW3BBMT1,1,053248
....................3,SOLIDER---,0000900,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,AGT-------,,,33200,,0000021013,,,TRUE,6WTGUUDDR,1,053072
....................3,VAL-MAURIC,0000875,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,8MQBIEAVI,1,053076
....................3,BRETON-PLO,0000705,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,TLBDO2AR4,1,053114
....................3,VAL-MAURIC,0000843,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000021026,,,TRUE,M9XB29IFX,1,053228
....................4,SOLIDER---,0000900,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,AGT-------,,,33200,,0000021013,,,TRUE,6WTGUUDDR,1,053072
....................4,VAL-MAURIC,0000679,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,ALZO6Y3GG,1,053075
....................4,VAL-MAURIC,0000875,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,MRC-MEKINA,,,33200,,0000021027,,,TRUE,8MQBIEAVI,1,053076
....................4,BRETON-PLO,0000705,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,TLBDO2AR4,1,053114
....................4,VAL-MAURIC,0000843,2022/01/25,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-ADM,,,33200,,0000021026,,,TRUE,M9XB29IFX,1,053228
,F-DAIGLE--,0000725,2022/01/26,0.000,2100.0000,105.0000,209.4750,2100.0000,0.000000,0.0000,2100.0000,CPE-ENTRE-,,,33200,08100,0000021029,,,TRUE,XDIA8AYTG,1,053078
,F-DAIGLE--,0000854,2022/01/26,0.000,1330.0000,66.5000,132.6675,1330.0000,0.000000,0.0000,1330.0000,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,ZUSZ4C5IB,1,053080
....................3,F-DAIGLE--,0000725,2022/01/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,XDIA8AYTG,1,053078
....................3,F-DAIGLE--,0000854,2022/01/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,ZUSZ4C5IB,1,053080
....................4,F-DAIGLE--,0000725,2022/01/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,XDIA8AYTG,1,053078
....................4,F-DAIGLE--,0000854,2022/01/26,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,ZUSZ4C5IB,1,053080
,MULTI-ENER,0000692,2022/01/27,0.000,1500.0000,75.0000,149.6250,1500.0000,0.000000,0.0000,1500.0000,CIUSSS-T-R,,,33500,15401,0000021028,,,TRUE,6Y0KU913I,1,053073
,MULTI-ENER,0000893,2022/01/27,0.000,629.0800,31.4540,62.7507,629.0800,0.000000,0.0000,629.0800,CIUSSS-T-R,,,33500,25001,0000021028,,,TRUE,48H6DO3X7,1,053074
,MULTI-ENER,0000787,2022/01/27,0.000,5000.0000,250.0000,498.7500,5000.0000,0.000000,0.0000,5000.0000,CIUSSS-MCQ,,,33500,15401,0000021032,,,TRUE,LRZE4PQ20,1,053124
,ENTRE-A-M-,0000703,2022/01/27,0.000,574.6100,28.7305,57.3173,574.6100,0.000000,0.0000,574.6100,STEMA-PRO-,,,33200,08000,0000021012,,,TRUE,2V4GQWN2F,1,053180
....................3,MULTI-ENER,0000893,2022/01/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-T-R,,,33200,,0000021028,,,TRUE,48H6DO3X7,1,053074
....................3,MULTI-ENER,0000787,2022/01/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000021032,,,TRUE,LRZE4PQ20,1,053124
....................3,ENTRE-A-M-,0000703,2022/01/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,STEMA-PRO-,,,33200,,0000021012,,,TRUE,2V4GQWN2F,1,053180
....................4,MULTI-ENER,0000893,2022/01/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-T-R,,,33200,,0000021028,,,TRUE,48H6DO3X7,1,053074
....................4,MULTI-ENER,0000787,2022/01/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000021032,,,TRUE,LRZE4PQ20,1,053124
....................4,ENTRE-A-M-,0000703,2022/01/27,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,STEMA-PRO-,,,33200,,0000021012,,,TRUE,2V4GQWN2F,1,053180
,CONST-RIVA,0000673,2022/01/30,0.000,6279.1700,313.9585,626.3472,6279.1700,0.000000,0.0000,6279.1700,MRC-MEKINA,,,33500,09200,0000021027,,,TRUE,4E8246092,1,053169
,CONST-RIVA,0000696,2022/01/30,0.000,6429.4400,321.4720,641.3366,6429.4400,0.000000,0.0000,6429.4400,CIUSSS-T-R,,,33500,09200,0000021028,,,TRUE,AMQ1DQWZR,1,053170
,CONST-RIVA,0000852,2022/01/30,0.000,2458.0500,122.9025,245.1905,2458.0500,0.000000,0.0000,2458.0500,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,0FOHEZJAJ,1,053177
,CONST-RIVA,0000740,2022/01/30,0.000,9500.0100,475.0005,947.6260,9500.0100,0.000000,0.0000,9500.0100,CPE-ENTRE-,,,33500,09500,0000021029,,,TRUE,CPZ55GJA4,1,053178
,CONST-RIVA,0000696,2022/01/30,0.000,6429.4400,321.4720,641.3366,6429.4400,0.000000,0.0000,6429.4400,CIUSSS-T-R,,,33500,09200,0000021028,,,TRUE,YO54RJVEQ,1,057704
....................3,CONST-RIVA,0000852,2022/01/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,0FOHEZJAJ,1,053177
....................3,CONST-RIVA,0000740,2022/01/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,CPZ55GJA4,1,053178
....................4,CONST-RIVA,0000852,2022/01/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,0FOHEZJAJ,1,053177
....................4,CONST-RIVA,0000740,2022/01/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,CPZ55GJA4,1,053178
,PLOMB-CRT-,0000707,2022/01/31,0.000,29866.5000,1493.3250,2979.1834,29866.5000,0.000000,0.0000,29866.5000,CPE-ENTRE-,,,33500,15401,0000021029,,,TRUE,NPVIKECNQ,1,053081
,PLOMB-CRT-,0000838,2022/01/31,0.000,3591.0000,179.5500,358.2023,3591.0000,0.000000,0.0000,3591.0000,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,D03BJYS0L,1,053082
,PLOMB-CRT-,0000914,2022/01/31,0.000,-8960.6500,-448.0325,-893.8248,-8960.6500,0.000000,0.0000,-8960.6500,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,X4WZ9Q7X4,1,053083
,REGULVAR--,0000650,2022/01/31,0.000,3238.2000,0.0000,0.0000,3238.2000,0.000000,0.0000,3238.2000,CIUSSS-ADM,,,33500,13800,0000021026,X000000659,,FALSE,W8I5FF1N8,1,
,REGULVAR--,0000650,2022/01/31,0.000,-3238.2000,0.0000,0.0000,-3238.2000,0.000000,0.0000,-3238.2000,CIUSSS-ADM,,,33500,13800,0000021026,X000000659,,FALSE,W8I5FF1N8,1,
,ASP-CONTRO,0000683,2022/01/31,0.000,21960.0000,1098.0000,2190.5100,21960.0000,0.000000,0.0000,21960.0000,CIUSSS-T-R,,,33500,16000,0000021028,,,TRUE,CK3EJH7DC,1,053172
,ASP-CONTRO,0000915,2022/01/31,0.000,193.2600,9.6630,19.2777,193.2600,0.000000,0.0000,193.2600,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,JKVE6THJL,1,053174
,ASP-CONTRO,0000708,2022/01/31,0.000,24350.0000,1217.5000,2428.9125,24350.0000,0.000000,0.0000,24350.0000,CPE-ENTRE-,,,33500,16000,0000021029,,,TRUE,VQGUSYBTB,1,053175
,ASP-CONTRO,0000708,2022/01/31,0.000,2515.6000,125.7800,250.9311,2515.6000,0.000000,0.0000,2515.6000,CPE-ENTRE-,,,33500,16300,0000021029,,,TRUE,VQGUSYBTB,1,053175
,ASP-CONTRO,0000916,2022/01/31,0.000,1287.5200,64.3760,128.4301,1287.5200,0.000000,0.0000,1287.5200,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,LX1EBPJNS,1,053176
,F-DAIGLE--,0000927,2022/01/31,0.000,1385.0000,69.2500,138.1538,1385.0000,0.000000,0.0000,1385.0000,AGT-------,,,33200,10000,0000021013,,,TRUE,ZD5DICA8S,1,053179
,ENTRE-A-M-,0000703,2022/01/31,0.000,1149.2100,57.4605,114.6337,1149.2100,0.000000,0.0000,1149.2100,STEMA-PRO-,,,33200,08000,0000021012,,,TRUE,XHIA1DPDS,1,053181
,COMETAL---,0000771,2022/01/31,0.000,1310.0000,65.5000,130.6725,1310.0000,0.000000,0.0000,1310.0000,CPE-CHEZ-M,,,33500,05500,0000021030,,,TRUE,MVNHNK9E2,1,053239
,ISOL-TRIFL,0000839,2022/01/31,0.000,2700.0000,135.0000,269.3250,2700.0000,0.000000,0.0000,2700.0000,CPE-ENTRE-,,,33500,15260,0000021029,,,TRUE,MWS59DZF1,1,053240
....................3,PLOMB-CRT-,0000914,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,X4WZ9Q7X4,1,053083
....................3,ASP-CONTRO,0000915,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,JKVE6THJL,1,053174
....................3,ASP-CONTRO,0000708,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,VQGUSYBTB,1,053175
....................3,ASP-CONTRO,0000916,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,LX1EBPJNS,1,053176
....................3,F-DAIGLE--,0000927,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,AGT-------,,,33200,,0000021013,,,TRUE,ZD5DICA8S,1,053179
....................3,COMETAL---,0000771,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-CHEZ-M,,,33200,,0000021030,,,TRUE,MVNHNK9E2,1,053239
....................3,ISOL-TRIFL,0000839,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,MWS59DZF1,1,053240
....................4,PLOMB-CRT-,0000914,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,X4WZ9Q7X4,1,053083
....................4,ASP-CONTRO,0000915,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,JKVE6THJL,1,053174
....................4,ASP-CONTRO,0000708,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,VQGUSYBTB,1,053175
....................4,ASP-CONTRO,0000916,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,LX1EBPJNS,1,053176
....................4,F-DAIGLE--,0000927,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,AGT-------,,,33200,,0000021013,,,TRUE,ZD5DICA8S,1,053179
....................4,COMETAL---,0000771,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-CHEZ-M,,,33200,,0000021030,,,TRUE,MVNHNK9E2,1,053239
....................4,ISOL-TRIFL,0000839,2022/01/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,MWS59DZF1,1,053240
,FERRAILLEU,0000776,2022/02/01,0.000,19960.0000,998.0000,1991.0100,19960.0000,0.000000,0.0000,19960.0000,CPE-ENTRE-,,,33500,03000,0000021029,,,TRUE,87R31TDC2,1,053260
,AUBIN-PELL,0000880,2022/02/01,0.000,44450.0000,2222.5000,4433.8875,44450.0000,0.000000,0.0000,44450.0000,AGT-------,,,33500,15000,0000021013,,,TRUE,YMV6SZD6Q,1,053264
,CLIMAT-T-R,0000780,2022/02/01,0.000,13555.0000,677.7500,1352.1113,13555.0000,0.000000,0.0000,13555.0000,MRC-MEKINA,,,33500,25001,0000021027,,,TRUE,2ZSQSSQYU,1,053269
,CAP-ISOLAT,0000646,2022/02/01,0.000,3870.0000,193.5000,386.0325,3870.0000,0.000000,0.0000,3870.0000,CIUSSS-ADM,,,33500,15000,0000021026,,,TRUE,E0P8RG62Q,1,053271
....................3,FERRAILLEU,0000776,2022/02/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,87R31TDC2,1,053260
....................4,FERRAILLEU,0000776,2022/02/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CPE-ENTRE-,,,33200,,0000021029,,,TRUE,87R31TDC2,1,053260
,PLOMB-MTCA,0000859,2022/02/02,0.000,10950.0000,547.5000,1092.2625,10950.0000,0.000000,0.0000,10950.0000,MRC-MEKINA,,,33500,15401,0000021027,,,TRUE,RUAY4APL9,1,053173
,PLOMB-MTCA,0000859,2022/02/02,0.000,822.0000,41.1000,81.9945,822.0000,0.000000,0.0000,822.0000,MRC-MEKINA,,,33500,15401,0000021027,,,TRUE,RUAY4APL9,1,053173
,PLOMB-MTCA,0000859,2022/02/02,0.000,170.0000,8.5000,16.9575,170.0000,0.000000,0.0000,170.0000,MRC-MEKINA,,,33500,25001,0000021027,,,TRUE,RUAY4APL9,1,053173
,F-DAIGLE--,0000725,2022/02/02,0.000,2165.0000,108.2500,215.9588,2165.0000,0.000000,0.0000,2165.0000,CPE-ENTRE-,,,33200,08100,0000021029,,,TRUE,ZY0PMD2R2,1,053265
,F-DAIGLE--,0000854,2022/02/02,0.000,1230.0000,61.5000,122.6925,1230.0000,0.000000,0.0000,1230.0000,CPE-ENTRE-,,,33500,25001,0000021029,,,TRUE,4EEMTA712,1,053266
