Numéro de projet,Code d'activité,Pourcentage de profit,Dépense à venir,Facturé à date
0000011031,00000,0.00,0.00,5811.11
0000011032,00400,293.19,0.00,3068.19
0000011032,02070,0.00,0.00,2662.74
0000011032,06100,0.00,0.00,3490.08
0000011032,08100,0.00,0.00,4056.80
0000011032,08120,0.00,0.00,7500.31
0000011032,09310,0.00,0.00,12979.40
0000011032,09900,0.00,0.00,3338.51
0000011032,10170,0.00,0.00,10027.68
0000011032,15000,0.00,0.00,1110.63
0000011032,16000,0.00,0.00,2540.62
0000011032,25001,0.00,0.00,2655.85
0000011033,00100,43.28,0.00,463.28
0000011033,00400,0.00,0.00,662.52
0000011033,00401,0.00,0.00,1025.46
0000011033,01800,0.00,0.00,1052.97
0000011033,02070,0.00,0.00,1024.70
0000011033,06100,0.00,0.00,3777.30
0000011033,08000,0.00,0.00,2630.20
0000011033,09000,0.00,0.00,19972.77
0000011033,12000,0.00,0.00,28074.29
0000011033,15001,0.00,0.00,1104.20
0000011033,15401,0.00,0.00,2539.66
0000011033,16200,0.00,0.00,23602.28
0000011033,25001,0.00,0.00,-4092.00
0000011033,25002,0.00,0.00,212.30
0000011034,00000,0.00,0.00,9868.84
0000011035,00000,0.00,0.00,51408.62
0000011036,00100,22.18,0.00,582.17
0000011036,00400,0.00,0.00,2868.35
0000011036,00401,0.00,0.00,3951.69
0000011036,02070,0.00,0.00,14270.19
0000011036,06100,0.00,0.00,19041.07
0000011036,08000,0.00,0.00,250580.50
0000011036,09000,0.00,0.00,20215.33
0000011036,11000,0.00,0.00,31395.07
0000011036,25001,0.00,0.00,607.20
0000011036,25002,0.00,0.00,4246.90
0000011036,25003,0.00,0.00,325.11
0000011036,25004,0.00,0.00,2475.00
0000011036,25005,0.00,0.00,171.60
0000011037,00100,51.97,0.00,891.97
0000011037,00400,0.00,0.00,1034.08
0000011037,00401,0.00,0.00,16756.10
0000011037,02070,0.00,0.00,28301.00
0000011037,04000,0.00,0.00,29166.36
0000011037,08000,0.00,0.00,34550.08
0000011037,09250,0.00,0.00,44852.73
0000011037,09600,0.00,0.00,107217.25
0000011037,09900,0.00,0.00,29188.13
0000011037,10000,0.00,0.00,81283.54
0000011037,12000,0.00,0.00,8272.60
0000011037,15001,0.00,0.00,21497.88
0000011037,15080,0.00,0.00,7510.64
0000011037,15401,0.00,0.00,71514.45
0000011037,15750,0.00,0.00,12408.90
0000011037,16200,0.00,0.00,55513.50
0000011037,25001,0.00,0.00,3469.76
0000011037,25002,0.00,0.00,1204.00
0000011037,25003,0.00,0.00,5993.04
0000011037,25004,0.00,0.00,7128.85
0000011037,25005,0.00,0.00,14584.45
0000011037,25006,0.00,0.00,-100.00
0000011037,25007,0.00,0.00,5962.88
0000011037,25008,0.00,0.00,2341.40
0000011037,25009,0.00,0.00,10665.33
0000011037,25010,0.00,0.00,4977.51
0000011037,25011,0.00,0.00,4751.16
0000011037,25012,0.00,0.00,3195.35
0000011038,00000,0.00,0.00,3681.32
0000011039,00000,0.00,0.00,45906.93
0000011040,00400,0.00,0.00,2694.75
0000011040,00401,0.00,0.00,2099.21
0000011040,02050,0.00,0.00,13003.79
0000011040,07270,0.00,0.00,19504.60
0000011040,07620,0.00,0.00,141070.16
0000011040,07920,51.41,0.00,651.40
0000011040,25001,0.00,0.00,2374.90
0000011041,00000,0.00,0.00,13239.78
0000011042,00400,284.26,0.00,3429.26
0000011042,02070,0.00,0.00,6932.67
0000011042,06100,0.00,0.00,29127.03
0000011042,08000,0.00,0.00,8072.66
0000011042,09000,0.00,0.00,13963.52
0000011042,09600,0.00,0.00,12654.44
0000011042,09900,0.00,0.00,2836.34
0000011042,15000,0.00,0.00,25527.06
0000011042,16000,0.00,0.00,19418.02
0000011042,25001,0.00,0.00,6180.74
0000011042,25002,0.00,0.00,10565.88
0000011042,25003,0.00,0.00,13433.57
0000011043,00400,502.57,0.00,4690.57
0000011043,02050,0.00,0.00,4317.60
0000011043,03000,0.00,0.00,11161.63
0000011043,04000,0.00,0.00,3808.00
0000011043,04200,0.00,0.00,37408.00
0000011043,04930,0.00,0.00,4735.36
0000011043,05500,0.00,0.00,1860.32
0000011043,06100,0.00,0.00,1470.68
0000011043,07760,0.00,0.00,614.88
0000011043,08100,0.00,0.00,9679.88
0000011043,09910,0.00,0.00,2309.94
0000011043,16000,0.00,0.00,2369.92
0000011043,25001,0.00,0.00,5580.30
0000011043,25002,0.00,0.00,2238.50
0000011043,25003,0.00,0.00,517.50
0000011043,25004,0.00,0.00,1226.50
0000011044,00400,203.06,0.00,1933.06
0000011044,02050,0.00,0.00,5998.38
0000011044,06200,0.00,0.00,13617.14
0000011044,06400,0.00,0.00,4222.24
0000011044,08100,0.00,0.00,10900.26
0000011044,08500,0.00,0.00,1154.79
0000011044,09650,0.00,0.00,2065.88
0000011044,09910,0.00,0.00,5258.60
0000011044,16000,0.00,0.00,5844.38
0000011045,00000,0.00,0.00,8992.00
0000011046,00000,0.00,0.00,529.00
0000011047,00000,0.00,0.00,13392.58
0000011048,00000,0.00,0.00,11029.00
0000011048,03100,247.95,0.00,0.00
0000011049,00400,3709.42,0.00,35999.42
0000011049,02070,0.00,0.00,15903.78
0000011049,03110,0.00,0.00,2757.40
0000011049,04000,0.00,0.00,1671.15
0000011049,05510,0.00,0.00,92024.66
0000011049,06100,0.00,0.00,98260.88
0000011049,07200,0.00,0.00,6310.26
0000011049,07500,0.00,0.00,83557.50
0000011049,07610,0.00,0.00,278525.00
0000011049,08100,0.00,0.00,24894.42
0000011049,08120,0.00,0.00,23497.25
0000011049,08510,0.00,0.00,20952.31
0000011049,08520,0.00,0.00,50532.11
0000011049,16000,0.00,0.00,1671.15
0000011049,25001,0.00,0.00,1815.00
0000011049,25002,0.00,0.00,9900.00
0000011049,25003,0.00,0.00,13054.00
0000011049,25004,0.00,0.00,1382.59
0000011049,25005,0.00,0.00,468.88
0000011049,25006,0.00,0.00,2197.41
0000011049,25007,0.00,0.00,12982.93
0000011049,25008,0.00,0.00,4048.00
0000011049,25009,0.00,0.00,6090.29
0000011050,00400,0.00,0.00,884.80
0000011050,06100,0.00,0.00,41601.09
0000011050,08000,0.00,0.00,6920.49
0000011050,09900,0.00,0.00,5600.00
0000011050,12300,0.00,0.00,3726.14
0000011050,25001,0.00,0.00,754.98
0000011051,00000,0.00,0.00,1626.10
0000011052,00100,74.28,0.00,844.28
0000011052,00400,0.00,0.00,658.50
0000011052,00401,0.00,0.00,1349.60
0000011052,02000,0.00,0.00,500.46
0000011052,02070,0.00,0.00,13170.00
0000011052,06100,0.00,0.00,4286.84
0000011052,08000,0.00,0.00,16725.90
0000011052,09500,0.00,0.00,1536.50
0000011052,09600,0.00,0.00,3361.64
0000011052,09700,0.00,0.00,8143.45
0000011052,09910,0.00,0.00,14248.84
0000011052,15001,0.00,0.00,33590.08
0000011052,16200,0.00,0.00,15365.00
0000011052,25001,0.00,0.00,159.21
0000011053,00100,47.32,0.00,707.32
0000011053,00400,0.00,0.00,375.66
0000011053,00401,0.00,0.00,606.76
0000011053,02000,0.00,0.00,2102.06
0000011053,15001,0.00,0.00,20392.70
0000011053,15210,0.00,0.00,20248.88
0000011053,16200,0.00,0.00,7942.42
0000011053,25001,0.00,0.00,10069.40
0000011053,25002,0.00,0.00,2087.25
0000011053,25003,0.00,0.00,2354.00
0000011053,25004,0.00,0.00,970.75
0000011053,25005,0.00,0.00,345.00
0000011054,00400,2548.01,0.00,28028.01
0000011054,00401,0.00,0.00,29507.50
0000011054,01300,0.00,0.00,101200.00
0000011054,02070,0.00,0.00,67578.50
0000011054,03110,0.00,0.00,17089.77
0000011054,03360,0.00,0.00,11393.18
0000011054,04000,0.00,0.00,1650.00
0000011054,05100,0.00,0.00,65793.20
0000011054,05700,0.00,0.00,10675.50
0000011054,06100,0.00,0.00,49064.62
0000011054,06400,0.00,0.00,48681.60
0000011054,06910,0.00,0.00,75597.72
0000011054,07200,0.00,0.00,7981.70
0000011054,08210,0.00,0.00,82052.93
0000011054,08890,0.00,0.00,83742.82
0000011054,09000,0.00,0.00,113669.08
0000011054,09660,0.00,0.00,66917.40
0000011054,09690,0.00,0.00,16293.75
0000011054,09910,0.00,0.00,53496.85
0000011054,14430,0.00,0.00,103151.42
0000011054,15000,0.00,0.00,279867.50
0000011054,16000,0.00,0.00,298021.90
0000011054,25001,0.00,0.00,3652.08
0000011054,25002,0.00,0.00,16940.41
0000011054,25003,0.00,0.00,4419.80
0000011054,25004,0.00,0.00,2327.50
0000011054,25005,0.00,0.00,3246.45
0000011054,25006,0.00,0.00,43867.44
0000011054,25007,0.00,0.00,43294.31
0000011054,25008,0.00,0.00,6393.10
0000011054,25009,0.00,0.00,9323.16
0000011054,25010,0.00,0.00,-520.95
0000011055,00000,0.00,0.00,1880.00
0000011056,00000,0.00,0.00,13031.12
0000011056,01800,29.86,0.00,0.00
0000011056,25001,0.00,0.00,-110.00
0000011057,00000,0.00,0.00,3543.68
0000011057,06100,81.75,0.00,0.00
0000011058,00000,0.00,0.00,650.47
0000011059,00000,0.00,0.00,2898.83
0000011060,00000,0.00,0.00,39540.39
0000011061,00000,0.00,0.00,1062.00
0000011062,00000,0.00,0.00,11238.41
0000011063,00000,0.00,0.00,5678.40
0000011063,01800,41.95,0.00,0.00
0000011064,00000,0.00,0.00,7616.00
0000011065,00000,0.00,0.00,32757.00
0000011065,09900,99.60,0.00,0.00
0000011066,00400,0.00,0.00,4153.98
0000011066,00401,66.56,0.00,817.06
0000011066,02050,0.00,0.00,2297.86
0000011066,07200,0.00,0.00,2661.42
0000011066,08500,0.00,0.00,28744.30
0000011066,09000,0.00,0.00,2793.65
0000011066,25001,0.00,0.00,2696.44
0000011066,25002,0.00,0.00,872.75
0000011067,00000,0.00,0.00,5276.55
0000011067,01800,12.17,0.00,0.00
0000011068,00000,0.00,0.00,24389.00
0000011068,07000,23.60,0.00,0.00
0000011069,00000,0.00,0.00,1387.10
0000011070,00000,0.00,0.00,5040.23
0000011071,00000,0.00,0.00,165.80
0000011072,00000,0.00,0.00,990.00
0000011073,00000,0.00,0.00,8777.70
0000011074,00000,0.00,0.00,14398.00
0000011074,06100,1353.83,0.00,0.00
0000011075,06100,889.60,0.00,5231.60
0000011075,06101,0.00,0.00,4771.40
0000011076,00000,0.00,0.00,14001.94
0000011077,00400,537.82,0.00,3340.32
0000011077,02000,0.00,0.00,36648.64
0000011077,07920,0.00,0.00,81019.83
0000011078,00000,0.00,0.00,22929.00
0000011078,00400,60.51,0.00,0.00
0000011079,00000,0.00,0.00,788605.17
0000011081,00400,35.86,0.00,490.86
0000011081,02000,0.00,0.00,15385.68
0000011081,02820,0.00,0.00,5616.00
0000011081,03000,0.00,0.00,28209.06
0000011081,16200,0.00,0.00,16092.00
0000011081,25001,0.00,0.00,1227.05
0000011081,25002,0.00,0.00,1562.00
0000011083,00000,0.00,0.00,3117.81
0000011084,00100,571.99,0.00,9461.99
0000011084,00400,0.00,0.00,1116.57
0000011084,00401,0.00,0.00,18095.79
0000011084,04000,0.00,0.00,136767.42
0000011084,06100,0.00,0.00,42722.10
0000011084,08000,0.00,0.00,737858.41
0000011084,09000,0.00,0.00,6194.31
0000011084,25001,0.00,0.00,4392.64
0000011084,25002,0.00,0.00,4548.91
0000011084,25003,0.00,0.00,60748.76
0000011084,25004,0.00,0.00,865.62
0000011084,25005,0.00,0.00,38730.00
0000011084,25010,0.00,0.00,-9.00
0000011085,00100,357.49,0.00,0.00
0000012001,00400,346.91,0.00,2676.91
0000012001,02050,0.00,0.00,2096.14
0000012001,06100,0.00,0.00,17158.98
0000012001,16000,0.00,0.00,10719.74
0000012001,25001,0.00,0.00,336.32
0000012001,25002,0.00,0.00,4263.83
0000012001,25003,0.00,0.00,507.23
0000012001,25004,0.00,0.00,74.18
0000012002,00000,0.00,0.00,18106.98
0000012002,06100,1074.06,0.00,0.00
0000012003,00000,0.00,0.00,6503.20
0000012004,00400,91.93,0.00,2121.93
0000012004,02070,0.00,0.00,6645.83
0000012004,06100,0.00,0.00,6781.22
0000012004,06400,0.00,0.00,3113.80
0000012004,08100,0.00,0.00,2960.09
0000012004,08460,0.00,0.00,3659.60
0000012004,09310,0.00,0.00,5678.65
0000012004,09910,0.00,0.00,2614.00
0000012004,10170,0.00,0.00,2634.91
0000012004,10800,0.00,0.00,2185.30
0000012004,14410,0.00,0.00,3605.23
0000012004,15001,0.00,0.00,4023.46
0000012004,15401,0.00,0.00,11156.55
0000012004,16000,0.00,0.00,2669.42
0000012004,25001,0.00,0.00,2210.30
0000012004,25002,0.00,0.00,844.25
0000012004,25003,0.00,0.00,2310.00
0000012004,25004,0.00,0.00,434.50
0000012004,25005,0.00,0.00,410.81
0000012004,25006,0.00,0.00,3178.83
0000012005,00000,0.00,0.00,205.99
0000012006,00000,0.00,0.00,304000.00
0000012008,00400,19.15,0.00,339.15
0000012008,02050,0.00,0.00,2749.86
0000012008,06100,0.00,0.00,4476.54
0000012008,09000,0.00,0.00,11795.94
0000012008,10000,0.00,0.00,3522.57
0000012009,00400,378.04,0.00,6956.04
0000012009,02070,0.00,0.00,8130.50
0000012009,03110,0.00,0.00,50732.65
0000012009,05100,0.00,0.00,59677.20
0000012009,06400,0.00,0.00,1512.80
0000012009,08110,0.00,0.00,8849.75
0000012009,09000,0.00,0.00,2914.51
0000012009,09110,0.00,0.00,31819.52
0000012009,09910,0.00,0.00,14804.25
0000012009,12660,0.00,0.00,6875.29
0000012009,16000,0.00,0.00,5130.82
0000012009,25001,0.00,0.00,5609.45
0000012011,00400,164.86,0.00,2349.86
0000012011,00401,0.00,0.00,804.79
0000012011,06100,0.00,0.00,15397.33
0000012011,08000,0.00,0.00,34143.11
0000012012,00400,0.00,0.00,31118.95
0000012012,00401,31.36,0.00,31.36
0000012012,02050,0.00,0.00,23129.83
0000012012,02210,0.00,0.00,3578.45
0000012012,02315,0.00,0.00,16268.85
0000012012,02770,0.00,0.00,8074.08
0000012012,02795,0.00,0.00,8641.81
0000012012,03100,0.00,0.00,17336.09
0000012012,03200,0.00,0.00,18032.89
0000012012,03300,0.00,0.00,3121.97
0000012012,03350,0.00,0.00,2544.80
0000012012,04200,0.00,0.00,58147.25
0000012012,05120,0.00,0.00,68746.19
0000012012,05540,0.00,0.00,10494.00
0000012012,06100,0.00,0.00,12552.92
0000012012,06400,0.00,0.00,9880.10
0000012012,07200,0.00,0.00,7742.16
0000012012,07210,0.00,0.00,8657.55
0000012012,07550,0.00,0.00,13327.38
0000012012,07620,0.00,0.00,20862.07
0000012012,07810,0.00,0.00,3148.20
0000012012,07900,0.00,0.00,653.78
0000012012,08100,0.00,0.00,12907.62
0000012012,08710,0.00,0.00,8605.08
0000012012,08800,0.00,0.00,8657.55
0000012012,08970,0.00,0.00,74507.40
0000012012,09110,0.00,0.00,49188.53
0000012012,09130,0.00,0.00,2917.33
0000012012,09250,0.00,0.00,16168.11
0000012012,09400,0.00,0.00,4029.70
0000012012,09660,0.00,0.00,6432.82
0000012012,09790,0.00,0.00,14687.40
0000012012,09900,0.00,0.00,5845.16
0000012012,10000,0.00,0.00,13411.33
0000012012,14200,0.00,0.00,82430.37
0000012012,15050,0.00,0.00,9444.60
0000012012,15300,0.00,0.00,3142.95
0000012012,15400,0.00,0.00,29383.20
0000012012,15800,0.00,0.00,7870.50
0000012012,15900,0.00,0.00,13863.62
0000012012,16000,0.00,0.00,50266.26
0000012012,25001,0.00,0.00,330.00
0000012012,25002,0.00,0.00,5926.53
0000012012,25003,0.00,0.00,-500.00
0000012012,25004,0.00,0.00,6966.54
0000012012,25005,0.00,0.00,2705.84
0000012012,25006,0.00,0.00,2939.00
0000012012,25007,0.00,0.00,1409.00
0000012012,25008,0.00,0.00,7197.00
0000012012,25009,0.00,0.00,1309.75
0000012012,25010,0.00,0.00,250.00
0000012012,25011,0.00,0.00,275.00
0000012012,25012,0.00,0.00,765.90
0000012012,25013,0.00,0.00,544.00
0000012012,25014,0.00,0.00,1145.19
0000012012,25015,0.00,0.00,1075.25
0000012012,25016,0.00,0.00,861.78
0000012012,25017,0.00,0.00,960.25
0000012013,00000,0.00,0.00,239823.04
0000012014,00400,178.53,0.00,3283.53
0000012014,00401,0.00,0.00,2251.84
0000012014,02000,0.00,0.00,6343.19
0000012014,04000,0.00,0.00,7929.00
0000012014,06100,0.00,0.00,22181.67
0000012014,06400,0.00,0.00,3039.45
0000012014,07000,0.00,0.00,1083.63
0000012014,08500,0.00,0.00,66311.17
0000012014,09650,0.00,0.00,475.74
0000012014,09900,0.00,0.00,3151.51
0000012014,16200,0.00,0.00,2891.44
0000012014,25001,0.00,0.00,12319.97
0000012015,00000,0.00,0.00,437000.00
0000012016,02050,0.00,0.00,1980.00
0000012016,07200,0.00,0.00,1477.55
0000012016,08500,0.00,0.00,20638.34
0000012016,09000,0.00,0.00,4069.75
0000012016,25001,0.00,0.00,2837.24
0000012017,00000,0.00,0.00,19188.80
0000012018,00000,0.00,0.00,4117.11
0000012019,00100,551.69,0.00,10071.69
0000012019,00400,0.00,0.00,1048.78
0000012019,00401,0.00,0.00,16474.15
0000012019,01800,0.00,0.00,530.85
0000012019,02070,0.00,0.00,5839.35
0000012019,03000,0.00,0.00,75667.66
0000012019,04000,0.00,0.00,16592.25
0000012019,05000,0.00,0.00,6484.86
0000012019,06220,0.00,0.00,19571.37
0000012019,08000,0.00,0.00,125322.01
0000012019,09110,0.00,0.00,46237.86
0000012019,09500,0.00,0.00,95319.43
0000012019,09600,0.00,0.00,9469.30
0000012019,09700,0.00,0.00,89899.79
0000012019,09910,0.00,0.00,68767.37
0000012019,10000,0.00,0.00,35931.63
0000012019,11000,0.00,0.00,11456.58
0000012019,12000,0.00,0.00,10424.83
0000012019,14000,0.00,0.00,30683.13
0000012019,15001,0.00,0.00,135685.26
0000012019,15401,0.00,0.00,51492.45
0000012019,16200,0.00,0.00,118910.39
0000012019,25001,0.00,0.00,27178.00
0000012019,25002,0.00,0.00,-8750.00
0000012019,25003,0.00,0.00,4157.26
0000012020,00100,30.62,0.00,590.62
0000012020,00400,0.00,0.00,997.60
0000012020,00401,0.00,0.00,3818.21
0000012020,08000,0.00,0.00,80420.84
0000012020,25001,0.00,0.00,11968.40
0000012020,25002,0.00,0.00,826.61
0000012021,00100,114.14,0.00,2354.14
0000012021,00400,0.00,0.00,264.18
0000012021,00401,0.00,0.00,3678.44
0000012021,02000,0.00,0.00,32761.93
0000012021,02070,0.00,0.00,31236.05
0000012021,04000,0.00,0.00,114123.60
0000012021,05000,0.00,0.00,21669.75
0000012021,06000,0.00,0.00,37119.66
0000012021,07000,0.00,0.00,50587.72
0000012021,09000,0.00,0.00,25388.21
0000012021,25001,0.00,0.00,515138.14
0000012021,25002,0.00,0.00,22919.25
0000012022,00400,0.00,0.00,1338.60
0000012022,00401,45.65,0.00,1025.65
0000012022,02050,0.00,0.00,1552.11
0000012022,05000,0.00,0.00,423.87
0000012022,06100,0.00,0.00,7417.28
0000012022,09000,0.00,0.00,564.12
0000012022,09600,0.00,0.00,20827.34
0000012022,09900,0.00,0.00,1615.95
0000012022,25001,0.00,0.00,770.50
0000012023,00000,0.00,0.00,3414.88
0000012023,01800,16.02,0.00,0.00
0000012024,00000,0.00,0.00,2027.11
0000012025,00400,106.20,0.00,1989.00
0000012025,02070,0.00,0.00,7609.51
0000012025,06100,0.00,0.00,3209.98
0000012025,06400,0.00,0.00,3772.85
0000012025,09650,0.00,0.00,19556.35
0000012025,09910,0.00,0.00,1189.03
0000012025,10240,0.00,0.00,3371.99
0000012025,25001,0.00,0.00,685.00
0000012025,25002,0.00,0.00,1226.50
0000012025,25003,0.00,0.00,2284.42
0000012025,25004,0.00,0.00,-247.50
0000012026,00400,124.59,0.00,2199.59
0000012026,00401,0.00,0.00,1713.15
0000012026,01800,0.00,0.00,9182.57
0000012026,02000,0.00,0.00,1450.38
0000012026,02070,0.00,0.00,14692.12
0000012026,08000,0.00,0.00,19344.75
0000012026,09250,0.00,0.00,11988.12
0000012026,09500,0.00,0.00,8463.20
0000012026,09910,0.00,0.00,8888.48
0000012026,12000,0.00,0.00,18817.93
0000012026,15001,0.00,0.00,6453.19
0000012026,15401,0.00,0.00,19021.04
0000012026,16200,0.00,0.00,20946.42
0000012026,25001,0.00,0.00,8279.74
0000012026,25002,0.00,0.00,1887.50
0000012028,00400,310.73,0.00,4294.72
0000012028,00401,0.00,0.00,8797.31
0000012028,02050,0.00,0.00,6414.14
0000012028,04000,0.00,0.00,94998.23
0000012028,07000,0.00,0.00,9042.62
0000012028,08000,0.00,0.00,149789.41
0000012028,09000,0.00,0.00,1230.34
0000012028,12000,0.00,0.00,7886.15
0000012028,16200,0.00,0.00,6345.80
0000012028,25001,0.00,0.00,3024.00
0000012028,25002,0.00,0.00,11482.23
0000012028,25003,0.00,0.00,1369.72
0000012028,25004,0.00,0.00,985.54
0000012029,00400,118.38,0.00,1764.15
0000012029,00401,0.00,0.00,535.90
0000012029,06100,0.00,0.00,7036.41
0000012029,08000,0.00,0.00,13129.08
0000012030,00400,0.00,0.00,3804.50
0000012030,02000,0.00,0.00,7585.89
0000012030,05000,0.00,0.00,956.12
0000012030,06100,0.00,0.00,4400.73
0000012030,09600,0.00,0.00,22419.00
0000012030,09900,0.00,0.00,901.00
0000012030,10000,0.00,0.00,4707.07
0000012030,16200,0.00,0.00,999.73
0000012030,25001,0.00,0.00,330.66
0000012030,25002,0.00,0.00,12133.43
0000012031,00400,517.96,0.00,9567.90
0000012031,02070,0.00,0.00,9767.94
0000012031,04000,0.00,0.00,5071.68
0000012031,06100,0.00,0.00,2489.44
0000012031,06400,0.00,0.00,23594.35
0000012031,09310,0.00,0.00,18989.22
0000012031,09500,0.00,0.00,19705.59
0000012031,09900,0.00,0.00,2989.12
0000012031,10170,0.00,0.00,12916.94
0000012031,10800,0.00,0.00,8286.12
0000012031,13935,0.00,0.00,528.30
0000012031,15001,0.00,0.00,1713.81
0000012031,15401,0.00,0.00,45640.89
0000012031,16000,0.00,0.00,10407.25
0000012031,25001,0.00,0.00,1013.44
0000012031,25002,0.00,0.00,903.79
0000012031,25003,0.00,0.00,483.05
0000012031,25004,0.00,0.00,177.57
0000012031,25005,0.00,0.00,389.21
0000012031,25006,0.00,0.00,116.76
0000012031,25007,0.00,0.00,270.21
0000012032,00400,0.00,0.00,5851.77
0000012032,00401,86.58,0.00,1008.08
0000012032,02050,0.00,0.00,3265.27
0000012032,06100,0.00,0.00,4504.14
0000012032,06101,0.00,0.00,8388.62
0000012032,06400,0.00,0.00,1244.54
0000012032,08000,0.00,0.00,7030.20
0000012032,09000,0.00,0.00,4281.29
0000012032,09600,0.00,0.00,10670.28
0000012032,09910,0.00,0.00,8862.42
0000012032,15001,0.00,0.00,5676.84
0000012032,15401,0.00,0.00,17292.53
0000012032,16200,0.00,0.00,4822.80
0000012032,25001,0.00,0.00,3174.82
0000012032,25002,0.00,0.00,1423.66
0000012032,25003,0.00,0.00,1048.95
0000012032,25004,0.00,0.00,810.21
0000012034,00000,0.00,0.00,1146.96
0000012035,00000,0.00,0.00,76410.40
0000012035,01800,144.47,0.00,0.00
0000012036,00400,1057.07,0.00,27707.07
0000012036,00401,0.00,0.00,27577.58
0000012036,02070,0.00,0.00,36693.30
0000012036,04000,0.00,0.00,18019.68
0000012036,05100,0.00,0.00,19495.72
0000012036,06100,0.00,0.00,24001.67
0000012036,06400,0.00,0.00,35998.88
0000012036,07000,0.00,0.00,116775.00
0000012036,07330,0.00,0.00,8200.20
0000012036,08100,0.00,0.00,40326.30
0000012036,09000,0.00,0.00,272163.60
0000012036,09600,0.00,0.00,47696.10
0000012036,09900,0.00,0.00,62253.01
0000012036,10000,0.00,0.00,441.15
0000012036,15001,0.00,0.00,168882.60
0000012036,15080,0.00,0.00,23355.00
0000012036,15400,0.00,0.00,19670.10
0000012036,15900,0.00,0.00,23355.00
0000012036,16000,0.00,0.00,155264.04
0000012036,25001,0.00,0.00,16474.00
0000012036,25002,0.00,0.00,1100.00
0000012036,25003,0.00,0.00,500.00
0000012036,25004,0.00,0.00,218.49
0000012036,25005,0.00,0.00,5539.90
0000012036,25006,0.00,0.00,2758.53
0000012036,25007,0.00,0.00,1807.61
0000012036,25008,0.00,0.00,18248.85
0000012036,25009,0.00,0.00,11299.08
0000012036,25010,0.00,0.00,18514.10
0000012036,25011,0.00,0.00,15750.70
0000012036,25012,0.00,0.00,-424.61
0000012036,25013,0.00,0.00,1543.87
0000012036,25014,0.00,0.00,14087.01
0000012036,25015,0.00,0.00,-5088.00
0000012036,25016,0.00,0.00,990.00
0000012037,00000,0.00,0.00,85558.93
0000012037,06100,2308.34,0.00,0.00
0000012038,00000,0.00,0.00,205309.07
0000012038,01800,62.00,0.00,0.00
0000012039,00000,0.00,0.00,3809.95
0000012040,00000,0.00,0.00,54721.71
0000012041,00000,0.00,0.00,16375.35
0000012042,00400,0.00,0.00,1787.99
0000012042,00401,60.57,0.00,877.57
0000012042,02070,0.00,0.00,12623.61
0000012042,09650,0.00,0.00,56547.75
0000012042,16000,0.00,0.00,861.68
0000012043,00000,0.00,0.00,31639.70
0000012044,00000,0.00,0.00,983.51
0000012045,01800,36.87,0.00,636.87
0000012045,06101,0.00,0.00,10889.96
0000012045,07300,0.00,0.00,14167.57
0000012045,25001,0.00,0.00,862.65
0000012046,00000,0.00,0.00,915.54
0000012047,00400,0.00,0.00,1679.56
0000012047,02050,36.68,0.00,454.68
0000012047,06100,0.00,0.00,5160.13
0000012047,06400,0.00,0.00,2023.52
0000012047,09910,0.00,0.00,2730.50
0000012047,10000,0.00,0.00,2527.61
0000012047,25001,0.00,0.00,249.57
0000012048,00000,0.00,0.00,228755.82
0000012051,00400,442.83,0.00,6954.83
0000012051,00401,0.00,0.00,2253.27
0000012051,06100,0.00,0.00,13066.28
0000012051,06101,0.00,0.00,37601.83
0000012051,08000,0.00,0.00,94242.18
0000012052,00000,0.00,0.00,1977.05
0000012053,00000,0.00,0.00,9000.00
0000012054,00000,0.00,0.00,354.12
0000012055,00000,0.00,0.00,4728.88
0000012055,01800,48.77,0.00,0.00
0000012056,00000,0.00,0.00,933.03
0000012057,00000,0.00,0.00,20251.02
0000012058,00100,6.61,0.00,81.61
0000012058,00400,0.00,0.00,2494.32
0000012058,00401,0.00,0.00,1808.38
0000012058,02070,0.00,0.00,4923.00
0000012058,03000,0.00,0.00,2879.96
0000012058,05000,0.00,0.00,1186.77
0000012058,06100,0.00,0.00,44715.97
0000012058,06101,0.00,0.00,77192.64
0000012058,07000,0.00,0.00,2376.17
0000012058,08000,0.00,0.00,4450.26
0000012058,09000,0.00,0.00,4447.11
0000012058,15001,0.00,0.00,3134.31
0000012058,16200,0.00,0.00,820.50
0000012058,25001,0.00,0.00,792.00
0000012058,25002,0.00,0.00,711.25
0000012059,00000,0.00,0.00,3448.72
0000012060,01800,0.00,0.00,560.00
0000012060,06101,0.00,0.00,2353.79
0000012060,09000,0.00,0.00,831.84
0000012061,00400,0.00,0.00,3835.60
0000012061,00401,74.18,0.00,1090.68
0000012061,02050,0.00,0.00,16123.22
0000012061,06101,0.00,0.00,30549.69
0000012061,07000,0.00,0.00,10764.18
0000012061,08000,0.00,0.00,13296.68
0000012061,09000,0.00,0.00,1823.23
0000012061,16200,0.00,0.00,5181.22
0000012062,00400,41.94,0.00,544.99
0000012062,00401,0.00,0.00,4034.63
0000012062,06100,0.00,0.00,8160.80
0000012062,06101,0.00,0.00,15421.82
0000012062,07000,0.00,0.00,5974.27
0000012062,08000,0.00,0.00,7217.58
0000012062,09000,0.00,0.00,920.39
0000012062,16000,0.00,0.00,2615.54
0000012062,25001,0.00,0.00,74.75
0000012063,00000,0.00,0.00,7121.51
0000012063,00400,33.16,0.00,0.00
